character,movie,mbti,href,year,notes,id,mbti_vote,mbti_count,big5_vote,big5_count
Jack Daglish,hotel rwanda,ENFP,https://www.personality-database.com/profile/365580/jack-daglish-hotel-rwanda-2004-mbti-personality-type,2004.0,,395169.0,ENFP(2),2 Votes,XXXX(0),0 Votes
Dube,hotel rwanda,ESFJ,https://www.personality-database.com/profile/365583/dube-hotel-rwanda-2004-mbti-personality-type,2004.0,,395169.0,ESFJ(1),1 Votes,XXXX(0),0 Votes
Policeman,hotel rwanda,ESTJ,https://www.personality-database.com/profile/365591/policeman-hotel-rwanda-2004-mbti-personality-type,2004.0,,395169.0,ESTJ(2),2 Votes,XXXX(0),0 Votes
Paul Rusesabagina,hotel rwanda,INFJ,https://www.personality-database.com/profile/365578/paul-rusesabagina-hotel-rwanda-2004-mbti-personality-type,2004.0,,395169.0,INFJ(6),14 Votes,XXXX(0),0 Votes
Tatiana Rusesabagina,hotel rwanda,ISFJ,https://www.personality-database.com/profile/365579/tatiana-rusesabagina-hotel-rwanda-2004-mbti-personality-type,2004.0,,395169.0,ISFJ(3),3 Votes,XXXX(0),0 Votes
Mikey Forrester,trainspotting,ENFP,https://www.personality-database.com/profile/361953/mikey-forrester-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ENFP(2),2 Votes,XXXX(0),0 Votes
Diane,trainspotting,ENTJ,https://www.personality-database.com/profile/93017/diane-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ENTJ(60),80 Votes,SCOEI(3),4 Votes
"Simon ""Sick Boy"" Williamson",trainspotting,ENTP,https://www.personality-database.com/profile/3343/simon-sick-boy-williamson-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ENTP(121),135 Votes,SCOEI(2),5 Votes
Frank (Frankie),trainspotting,ESTJ,https://www.personality-database.com/profile/377844/frank-frankie-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Francis Begbie,trainspotting,ESTP,https://www.personality-database.com/profile/3344/francis-begbie-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ESTP(91),146 Votes,SLUEN(9),11 Votes
Gail,trainspotting,INFP,https://www.personality-database.com/profile/361951/gail-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,INFP(4),6 Votes,XXXX(0),0 Votes
Allison,trainspotting,INFP,https://www.personality-database.com/profile/361949/allison-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,INFP(2),2 Votes,XXXX(0),0 Votes
"Mark ""Rent Boy"" Renton",trainspotting,INTP,https://www.personality-database.com/profile/3341/mark-rent-boy-renton-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,INTP(215),247 Votes,RLUEI(18),29 Votes
"Thomas ""Tommy"" MacKenzie",trainspotting,ISFJ,https://www.personality-database.com/profile/3345/thomas-tommy-mackenzie-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ISFJ(41),54 Votes,RCOAN(1),1 Votes
"Daniel ""Spud"" Murphy",trainspotting,ISFP,https://www.personality-database.com/profile/3342/daniel-spud-murphy-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ISFP(69),78 Votes,RLUAN(3),4 Votes
Swanney,trainspotting,ISTP,https://www.personality-database.com/profile/361948/swanney-trainspotting-1996-mbti-personality-type,1996.0,,117951.0,ISTP(3),3 Votes,XXXX(0),0 Votes
Rob Geller,never been kissed,ESTP,https://www.personality-database.com/profile/92212/rob-geller-never-been-kissed-1999-mbti-personality-type,1999.0,,151738.0,ESTP(4),4 Votes,XXXX(0),0 Votes
Sam Coulson,never been kissed,INFJ,https://www.personality-database.com/profile/92213/sam-coulson-never-been-kissed-1999-mbti-personality-type,1999.0,,151738.0,INFJ(7),12 Votes,XXXX(0),0 Votes
Man on Swing,never been kissed,INTP,https://www.personality-database.com/profile/358131/man-on-swing-never-been-kissed-1999-mbti-personality-type,1999.0,,151738.0,INTP(1),1 Votes,XXXX(0),0 Votes
Josie Geller,never been kissed,ISFJ,https://www.personality-database.com/profile/92211/josie-geller-never-been-kissed-1999-mbti-personality-type,1999.0,,151738.0,ISFJ(21),36 Votes,XXXX(0),0 Votes
Vicki,prom night,ENFP,https://www.personality-database.com/profile/351977/vicki-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ENFP(1),1 Votes,XXXX(0),0 Votes
Kim,prom night,ESFJ,https://www.personality-database.com/profile/351969/kim-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ESFJ(1),1 Votes,XXXX(0),0 Votes
Nick McBride,prom night,ESFP,https://www.personality-database.com/profile/351971/nick-mcbride-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Wendy Richards,prom night,ESTJ,https://www.personality-database.com/profile/351970/wendy-richards-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Lou,prom night,ESTP,https://www.personality-database.com/profile/351976/lou-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Alex Hammond,prom night,INFJ,https://www.personality-database.com/profile/351972/alex-hammond-prom-night-1980-mbti-personality-type,1980.0,,81383.0,INFJ(1),1 Votes,XXXX(0),0 Votes
Kelly Lynch,prom night,ISFP,https://www.personality-database.com/profile/351974/kelly-lynch-prom-night-1980-mbti-personality-type,1980.0,,81383.0,ISFP(1),1 Votes,XXXX(0),0 Votes
David Kessler,an american werewolf in london,ENFP,https://www.personality-database.com/profile/342841/david-kessler-an-american-werewolf-in-london-1981-mbti-personality-type,1981.0,,82010.0,ENFP(4),4 Votes,XXXX(0),0 Votes
Jack Goodman,an american werewolf in london,ENTP,https://www.personality-database.com/profile/342843/jack-goodman-an-american-werewolf-in-london-1981-mbti-personality-type,1981.0,,82010.0,ENTP(4),4 Votes,SCUEI(1),1 Votes
Harry Hartounian,the jerk,ISTP,https://www.personality-database.com/profile/339273/harry-hartounian-the-jerk-1979-mbti-personality-type,1979.0,,79367.0,ISTP(1),1 Votes,XXXX(0),0 Votes
Patty Bernstein,the jerk,ISTP,https://www.personality-database.com/profile/339272/patty-bernstein-the-jerk-1979-mbti-personality-type,1979.0,,79367.0,ISTP(1),1 Votes,XXXX(0),0 Votes
Teddy Smith,legend,ENFP,https://www.personality-database.com/profile/335361/teddy-smith-legend-2015-mbti-personality-type,2015.0,,3569230.0,ENFP(3),5 Votes,SCUAI(1),1 Votes
Reggie Kray,legend,ENTJ,https://www.personality-database.com/profile/200598/reggie-kray-legend-2015-mbti-personality-type,2015.0,,3569230.0,ENTJ(28),36 Votes,SCOEI(5),6 Votes
Frances Shea,legend,INFP,https://www.personality-database.com/profile/200599/frances-shea-legend-2015-mbti-personality-type,2015.0,,3569230.0,INFP(17),23 Votes,RLUAI(2),2 Votes
Frankie Shea,legend,ISFJ,https://www.personality-database.com/profile/335362/frankie-shea-legend-2015-mbti-personality-type,2015.0,,3569230.0,ISFJ(2),2 Votes,XXXX(0),0 Votes
Ronald Kray,legend,ISFP,https://www.personality-database.com/profile/200597/ronald-kray-legend-2015-mbti-personality-type,2015.0,,3569230.0,ISFP(15),31 Votes,RLUEI(2),3 Votes
Nipper Read,legend,ISTJ,https://www.personality-database.com/profile/335357/nipper-read-legend-2015-mbti-personality-type,2015.0,,3569230.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Truman Capote,capote,ENFP,https://www.personality-database.com/profile/334421/truman-capote-capote-2005-mbti-personality-type,2005.0,,379725.0,ENFP(1),1 Votes,SLOEI(1),1 Votes
Lucky Prescott,spirit untamed,ENFP,https://www.personality-database.com/profile/333388/lucky-prescott-spirit-untamed-2021-mbti-personality-type,2021.0,,11084896.0,ENFP(6),8 Votes,SLUAI(1),1 Votes
Pru Granger,spirit untamed,ESFP,https://www.personality-database.com/profile/333390/pru-granger-spirit-untamed-2021-mbti-personality-type,2021.0,,11084896.0,ESFP(3),7 Votes,SCUAN(1),1 Votes
Jim Prescott,spirit untamed,ISTP,https://www.personality-database.com/profile/333389/jim-prescott-spirit-untamed-2021-mbti-personality-type,2021.0,,11084896.0,ISTP(2),3 Votes,XXXX(0),0 Votes
King Charles VI of France,the king,ENFP,https://www.personality-database.com/profile/332838/king-charles-vi-of-france-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ENFP(3),5 Votes,XXXX(0),0 Votes
Percy Hotspur,the king,ESFP,https://www.personality-database.com/profile/464395/percy-hotspur-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ESFP(3),5 Votes,XXXX(0),0 Votes
"Louis, The Dauphin of France",the king,ESFP,https://www.personality-database.com/profile/68558/louis-the-dauphin-of-france-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ESFP(13),23 Votes,SLUEN(1),1 Votes
Archbishop of Canterbury,the king,ESTJ,https://www.personality-database.com/profile/464402/archbishop-of-canterbury-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Queen Phillippa of Denmark,the king,INFJ,https://www.personality-database.com/profile/70819/queen-phillippa-of-denmark-the-king-2019-mbti-personality-type,2019.0,,7984766.0,INFJ(9),11 Votes,XXXX(0),0 Votes
William Gascoigne,the king,INFJ,https://www.personality-database.com/profile/68560/william-gascoigne-the-king-2019-mbti-personality-type,2019.0,,7984766.0,INFJ(18),19 Votes,SCOEI(1),1 Votes
Catherine of Valois,the king,INTJ,https://www.personality-database.com/profile/68562/catherine-of-valois-the-king-2019-mbti-personality-type,2019.0,,7984766.0,INTJ(16),24 Votes,XXXX(0),0 Votes
King Henry V,the king,ISFP,https://www.personality-database.com/profile/68557/king-henry-v-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ISFP(51),100 Votes,RLUAI(3),5 Votes
Prince Thomas of England,the king,ISTJ,https://www.personality-database.com/profile/70815/prince-thomas-of-england-the-king-2019-mbti-personality-type,2019.0,,7984766.0,ISTJ(4),7 Votes,XXXX(0),0 Votes
Grace,i think we're alone now,ENFP,https://www.personality-database.com/profile/307702/grace-i-think-were-alone-now-2018-mbti-personality-type,2018.0,,6169694.0,ENFP(4),4 Votes,XXXX(0),0 Votes
Del,i think we're alone now,ISTJ,https://www.personality-database.com/profile/251023/del-i-think-were-alone-now-2018-mbti-personality-type,2018.0,,6169694.0,ISTJ(3),4 Votes,XXXX(0),0 Votes
Trish,20th century women,ENFP,https://www.personality-database.com/profile/306806/trish-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,ENFP(1),1 Votes,XXXX(0),0 Votes
Dorothea Fields,20th century women,ENTP,https://www.personality-database.com/profile/55457/dorothea-fields-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,ENTP(14),17 Votes,XXXX(0),0 Votes
William,20th century women,INFJ,https://www.personality-database.com/profile/55461/william-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,INFJ(9),11 Votes,SCOAI(1),1 Votes
Abbie Porter,20th century women,INFP,https://www.personality-database.com/profile/55460/abbie-porter-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,INFP(27),35 Votes,RLUAI(2),2 Votes
Jamie Fields,20th century women,ISFP,https://www.personality-database.com/profile/55458/jamie-fields-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,ISFP(29),35 Votes,RLUAN(1),2 Votes
Julie Hamlin,20th century women,ISTP,https://www.personality-database.com/profile/55459/julie-hamlin-20th-century-women-2016-mbti-personality-type,2016.0,,4385888.0,ISTP(25),35 Votes,RCUEI(1),2 Votes
June Gudmundsdottir,the player,ENFP,https://www.personality-database.com/profile/303478/june-gudmundsdottir-the-player-1992-mbti-personality-type,1992.0,,105151.0,ENFP(2),2 Votes,XXXX(0),0 Votes
Griffin Mill,the player,INTJ,https://www.personality-database.com/profile/303477/griffin-mill-the-player-1992-mbti-personality-type,1992.0,,105151.0,INTJ(1),1 Votes,XXXX(0),0 Votes
Spencer,beautiful boy,ENFP,https://www.personality-database.com/profile/298366/spencer-beautiful-boy-2018-mbti-personality-type,2018.0,,1226837.0,ENFP(2),2 Votes,XXXX(0),0 Votes
Lauren,beautiful boy,ISFP,https://www.personality-database.com/profile/298365/lauren-beautiful-boy-2018-mbti-personality-type,2018.0,,1226837.0,ISFP(3),4 Votes,XXXX(0),0 Votes
Nic Sheff,beautiful boy,ISFP,https://www.personality-database.com/profile/24585/nic-sheff-beautiful-boy-2018-mbti-personality-type,2018.0,,1226837.0,ISFP(76),104 Votes,RLUEI(11),16 Votes
Blaine Tuttle,cruel intentions,ENFP,https://www.personality-database.com/profile/291839/blaine-tuttle-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ENFP(6),8 Votes,XXXX(0),0 Votes
Kathryn Merteuil,cruel intentions,ENTJ,https://www.personality-database.com/profile/128159/kathryn-merteuil-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ENTJ(96),103 Votes,SLOEN(6),10 Votes
Sebastian Valmont,cruel intentions,ENTP,https://www.personality-database.com/profile/128158/sebastian-valmont-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ENTP(65),88 Votes,SLUEI(3),3 Votes
Helen Rosemond,cruel intentions,ESFJ,https://www.personality-database.com/profile/291840/helen-rosemond-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ESFJ(4),4 Votes,XXXX(0),0 Votes
"Gregory ""Gregster"" McConnell",cruel intentions,ESFP,https://www.personality-database.com/profile/148520/gregory-gregster-mcconnell-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ESFP(5),8 Votes,XXXX(0),0 Votes
Annette Hargrove,cruel intentions,INFJ,https://www.personality-database.com/profile/128160/annette-hargrove-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,INFJ(54),106 Votes,RCOAN(2),2 Votes
Cecile Caldwell,cruel intentions,ISFP,https://www.personality-database.com/profile/128161/cecile-caldwell-cruel-intentions-1999-mbti-personality-type,1999.0,,139134.0,ISFP(16),23 Votes,SLUAN(1),1 Votes
Dignan,bottle rocket,ENFP,https://www.personality-database.com/profile/289815/dignan-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,ENFP(7),8 Votes,SLOAI(1),1 Votes
Bob Mapplethorpe,bottle rocket,ESFP,https://www.personality-database.com/profile/289817/bob-mapplethorpe-bottle-rocket-1996-mbti-personality-type,1996.0,,115734.0,ESFP(2),3 Votes,SLUAN(1),1 Votes
Gavner Purl,cirque du freak: the vampire's assistant,ENTJ,https://www.personality-database.com/profile/289263/gavner-purl-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Desmond Tiny,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289262/desmond-tiny-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,ENTP(2),2 Votes,XXXX(0),0 Votes
Larten Crepsley,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289259/larten-crepsley-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,ENTP(4),5 Votes,XXXX(0),0 Votes
Madame Truska,cirque du freak: the vampire's assistant,ESFJ,https://www.personality-database.com/profile/289261/madame-truska-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,ESFJ(1),1 Votes,XXXX(0),0 Votes
Darren Shan,cirque du freak: the vampire's assistant,INFJ,https://www.personality-database.com/profile/289258/darren-shan-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,INFJ(5),10 Votes,XXXX(0),0 Votes
Hibernius Tall,cirque du freak: the vampire's assistant,ISTJ,https://www.personality-database.com/profile/289285/hibernius-tall-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,,450405.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
John Lennon,nowhere boy,ENFP,https://www.personality-database.com/profile/285046/john-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,ENFP(12),28 Votes,SLUEI(2),2 Votes
Julia Lennon,nowhere boy,ESFP,https://www.personality-database.com/profile/285049/julia-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,ESFP(9),15 Votes,XXXX(0),0 Votes
George Harrison,nowhere boy,INFJ,https://www.personality-database.com/profile/299709/george-harrison-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,INFJ(2),2 Votes,XXXX(0),0 Votes
Paul McCartney,nowhere boy,ISFJ,https://www.personality-database.com/profile/285047/paul-mccartney-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,ISFJ(9),17 Votes,XXXX(0),0 Votes
Mimi Smith,nowhere boy,ISTJ,https://www.personality-database.com/profile/285048/mimi-smith-nowhere-boy-2009-mbti-personality-type,2009.0,,1266029.0,ISTJ(4),6 Votes,XXXX(0),0 Votes
The Grandfather,the princess bride,ENFP,https://www.personality-database.com/profile/283381/the-grandfather-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ENFP(14),15 Votes,SCOAI(1),1 Votes
Prince Humperdinck,the princess bride,ENTJ,https://www.personality-database.com/profile/1093/prince-humperdinck-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ENTJ(70),74 Votes,XXXX(0),0 Votes
Vizzini,the princess bride,ENTP,https://www.personality-database.com/profile/1098/vizzini-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ENTP(92),96 Votes,SCOEI(1),2 Votes
Valerie,the princess bride,ESTJ,https://www.personality-database.com/profile/1102/valerie-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ESTJ(19),20 Votes,XXXX(0),0 Votes
Westley,the princess bride,INFJ,https://www.personality-database.com/profile/1090/westley-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,INFJ(148),201 Votes,RCOAI(6),6 Votes
Buttercup,the princess bride,INFP,https://www.personality-database.com/profile/1087/buttercup-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,INFP(113),186 Votes,RLUAI(3),4 Votes
The Ancient Booer (Buttercup's Dream),the princess bride,INFP,https://www.personality-database.com/profile/283404/the-ancient-booer-buttercups-dream-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,INFP(4),5 Votes,XXXX(0),0 Votes
Count Tyrone Rugen,the princess bride,INTJ,https://www.personality-database.com/profile/1101/count-tyrone-rugen-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,INTJ(39),45 Votes,XXXX(0),0 Votes
The King,the princess bride,ISFJ,https://www.personality-database.com/profile/374376/the-king-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ISFJ(2),2 Votes,XXXX(0),0 Votes
The Impressive Clergyman,the princess bride,ISFJ,https://www.personality-database.com/profile/347527/the-impressive-clergyman-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ISFJ(1),1 Votes,XXXX(0),0 Votes
Fezzik,the princess bride,ISFP,https://www.personality-database.com/profile/1099/fezzik-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ISFP(50),85 Votes,XXXX(0),0 Votes
Inigo Montoya,the princess bride,ISFP,https://www.personality-database.com/profile/1097/inigo-montoya-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ISFP(88),138 Votes,RLUAN(2),2 Votes
The Grandson,the princess bride,ISTP,https://www.personality-database.com/profile/273757/the-grandson-the-princess-bride-1987-mbti-personality-type,1987.0,,93779.0,ISTP(16),16 Votes,XXXX(0),0 Votes
Luiz,short term 12,ENFP,https://www.personality-database.com/profile/280895/luiz-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,ENFP(1),1 Votes,XXXX(0),0 Votes
Mason,short term 12,ENFP,https://www.personality-database.com/profile/47412/mason-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,ENFP(6),6 Votes,SCUAI(1),1 Votes
Grace,short term 12,INFP,https://www.personality-database.com/profile/47411/grace-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,INFP(8),11 Votes,RLUAI(1),1 Votes
Jayden,short term 12,ISFP,https://www.personality-database.com/profile/280893/jayden-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,ISFP(3),6 Votes,RLUEI(1),1 Votes
Marcus,short term 12,ISFP,https://www.personality-database.com/profile/280894/marcus-short-term-12-2013-mbti-personality-type,2013.0,,2370248.0,ISFP(2),2 Votes,RLUEI(1),1 Votes
Steve Butabi,a night at the roxbury,ENFP,https://www.personality-database.com/profile/279661/steve-butabi-a-night-at-the-roxbury-1998-mbti-personality-type,1998.0,,120770.0,ENFP(3),5 Votes,XXXX(0),0 Votes
Herbsaint Sazerac,the french dispatch,ENFP,https://www.personality-database.com/profile/277240/herbsaint-sazerac-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ENFP(5),6 Votes,XXXX(0),0 Votes
J.K.L. Berensen,the french dispatch,ENFP,https://www.personality-database.com/profile/259718/jkl-berensen-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ENFP(10),19 Votes,XXXX(0),0 Votes
Commissaire,the french dispatch,ENTJ,https://www.personality-database.com/profile/466769/commissaire-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Julien Cadazio,the french dispatch,ENTP,https://www.personality-database.com/profile/259715/julien-cadazio-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ENTP(26),35 Votes,SLOEI(1),2 Votes
Roebuck Wright,the french dispatch,ENTP,https://www.personality-database.com/profile/283883/roebuck-wright-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ENTP(4),8 Votes,RCUAI(1),1 Votes
Arthur Howitzer Jr.,the french dispatch,ESTJ,https://www.personality-database.com/profile/259716/arthur-howitzer-jr-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ESTJ(15),22 Votes,XXXX(0),0 Votes
Mysterious Showgirl,the french dispatch,INFJ,https://www.personality-database.com/profile/277241/mysterious-showgirl-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,INFJ(4),5 Votes,XXXX(0),0 Votes
Juliette,the french dispatch,ISFP,https://www.personality-database.com/profile/283884/juliette-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ISFP(15),31 Votes,RCUEN(1),1 Votes
Lucinda Krementz,the french dispatch,ISTJ,https://www.personality-database.com/profile/277806/lucinda-krementz-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ISTJ(20),22 Votes,XXXX(0),0 Votes
Simone,the french dispatch,ISTJ,https://www.personality-database.com/profile/259720/simone-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ISTJ(27),54 Votes,RCOEN(1),2 Votes
Lt. Nescaffier,the french dispatch,ISTJ,https://www.personality-database.com/profile/277244/lt-nescaffier-the-french-dispatch-2021-mbti-personality-type,2021.0,,8847712.0,ISTJ(6),6 Votes,XXXX(0),0 Votes
Johnny Henshaw,airplane!,ENFP,https://www.personality-database.com/profile/273606/johnny-henshaw-airplane-1980-mbti-personality-type,1980.0,,80339.0,ENFP(5),7 Votes,SLUAI(1),1 Votes
Clarence Oveur,airplane!,ENFP,https://www.personality-database.com/profile/273604/clarence-oveur-airplane-1980-mbti-personality-type,1980.0,,80339.0,ENFP(4),4 Votes,XXXX(0),0 Votes
Otto Pilot,airplane!,ESFP,https://www.personality-database.com/profile/328478/otto-pilot-airplane-1980-mbti-personality-type,1980.0,,80339.0,ESFP(5),7 Votes,SCOAN(1),1 Votes
Steve McCroskey,airplane!,ESTJ,https://www.personality-database.com/profile/41086/steve-mccroskey-airplane-1980-mbti-personality-type,1980.0,,80339.0,ESTJ(12),12 Votes,SLUEN(1),1 Votes
Rex Kramer,airplane!,ESTP,https://www.personality-database.com/profile/273605/rex-kramer-airplane-1980-mbti-personality-type,1980.0,,80339.0,ESTP(7),7 Votes,SCOEN(1),1 Votes
Roger Murdock,airplane!,INFP,https://www.personality-database.com/profile/273611/roger-murdock-airplane-1980-mbti-personality-type,1980.0,,80339.0,INFP(4),4 Votes,XXXX(0),0 Votes
Ted Striker,airplane!,INTP,https://www.personality-database.com/profile/41083/ted-striker-airplane-1980-mbti-personality-type,1980.0,,80339.0,INTP(13),29 Votes,RLUAN(2),2 Votes
Andy Kornbluth,happiness,ENFP,https://www.personality-database.com/profile/271798/andy-kornbluth-happiness-1998-mbti-personality-type,1998.0,,147612.0,ENFP(1),1 Votes,XXXX(0),0 Votes
Helen Jordan,happiness,ENTJ,https://www.personality-database.com/profile/404433/helen-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,ENTJ(4),6 Votes,XXXX(0),0 Votes
Mrs. Jordan,happiness,ESFJ,https://www.personality-database.com/profile/212895/mrs-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,ESFJ(2),2 Votes,XXXX(0),0 Votes
Vlad,happiness,ESTP,https://www.personality-database.com/profile/212897/vlad-happiness-1998-mbti-personality-type,1998.0,,147612.0,ESTP(5),5 Votes,XXXX(0),0 Votes
Joy Jordan,happiness,INFP,https://www.personality-database.com/profile/212888/joy-jordan-happiness-1998-mbti-personality-type,1998.0,,147612.0,INFP(12),14 Votes,RLUAI(1),1 Votes
Allen Mellencamp,happiness,INTP,https://www.personality-database.com/profile/212890/allen-mellencamp-happiness-1998-mbti-personality-type,1998.0,,147612.0,INTP(8),16 Votes,XXXX(0),0 Votes
Billy Maplewood,happiness,ISFP,https://www.personality-database.com/profile/213307/billy-maplewood-happiness-1998-mbti-personality-type,1998.0,,147612.0,ISFP(2),3 Votes,XXXX(0),0 Votes
Kristina,happiness,ISFP,https://www.personality-database.com/profile/213306/kristina-happiness-1998-mbti-personality-type,1998.0,,147612.0,ISFP(3),4 Votes,XXXX(0),0 Votes
Bill Maplewood,happiness,ISTJ,https://www.personality-database.com/profile/212887/bill-maplewood-happiness-1998-mbti-personality-type,1998.0,,147612.0,ISTJ(10),12 Votes,RCOEN(1),1 Votes
Star,barb and star go to vista del mar,ENFP,https://www.personality-database.com/profile/271025/star-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,ENFP(4),4 Votes,SCUAI(1),1 Votes
Barb,barb and star go to vista del mar,ESFJ,https://www.personality-database.com/profile/271024/barb-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,ESFJ(6),7 Votes,SCOAI(1),2 Votes
Darlie Bunkle,barb and star go to vista del mar,INFJ,https://www.personality-database.com/profile/357179/darlie-bunkle-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,,3797512.0,INFJ(1),1 Votes,XXXX(0),0 Votes
Amelia Roussel,the hitman's bodyguard,ISFJ,https://www.personality-database.com/profile/93953/amelia-roussel-the-hitmans-bodyguard-2017-mbti-personality-type,2017.0,,1959563.0,ISFJ(4),6 Votes,XXXX(0),0 Votes
Michael Bryce,the hitman's bodyguard,ISTJ,https://www.personality-database.com/profile/93949/michael-bryce-the-hitmans-bodyguard-2017-mbti-personality-type,2017.0,,1959563.0,ISTJ(23),32 Votes,RCOAN(1),4 Votes
Ruby Thewes,cold mountain,ESTJ,https://www.personality-database.com/profile/93686/ruby-thewes-cold-mountain-2003-mbti-personality-type,2003.0,,159365.0,ESTJ(3),5 Votes,XXXX(0),0 Votes
Stobrod Thewes,cold mountain,ESTP,https://www.personality-database.com/profile/191549/stobrod-thewes-cold-mountain-2003-mbti-personality-type,2003.0,,159365.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Sara,cold mountain,ISFJ,https://www.personality-database.com/profile/523158/sara-cold-mountain-2003-mbti-personality-type,2003.0,,159365.0,XXXX(0),0 Votes,XXXX(0),0 Votes
